"id","name","type","length","startLat","startLng","startStakeNum","endStakeNum","endLat","endLng","tollRoads","endTime","provinceType","operation","isLoopCity","enTollStation","exTollStation","entrystation","exitstation","tollGrantry","ownerid","roadid","roadidname","roadtype","feeKtype","feeHtype","status","Gantrys","inoutprovince","HEX","NOTE","SORT","DIRECTION","BEGINTIME","VERTICALSECTIONTYPE","tollstaion"
"G007061003000410","空工站-空工",1,0,"34.241111","109.138889",1632.272,1653.7,"34.175000","109.279167","G007061","2024-11-30",0,1,0,,"G0070610030020",9900004,700101,"G007061003000410",70,1,"西蓝高速",1,2,2,1,"G007061003000410010","0",,"6",1370,1,"2020-01-01",2,
"G007061003000420","空工-空工站",1,0,"34.175000","109.279167",1646.7,1632.272,"34.241111","109.138889","G007061","2024-11-30",0,1,0,"G0070610030020",,700101,9900004,"G007061003000420",70,1,"西蓝高速",1,2,2,1,"G007061003000420010","0",,"6",1371,2,"2020-01-01",2,
"G007061004000110","六村堡主线-六村堡立交",2,805,"34.336520","108.845172",1684.56,1685.06,"34.340705","108.843611","G007061","2023-09-27",0,1,0,"G0070610040010",,740101,9990004,"G007061004000110",74,1,"机场高速",1,1,1,1,"G007061004000110010","0","270203","2",515,1,"2020-01-01",2,
"G007061004000120","六村堡立交-六村堡主线",2,805,"34.340752","108.843298",1685.06,1684.56,"34.336367","108.844816","G007061","2023-09-27",0,1,0,,"G0070610040010",9990004,740101,"G007061004000120",74,1,"机场高速",1,1,1,1,"G007061004000120010","0","270204","2",516,2,"2020-01-01",2,
"G007061004000210","六村堡立交-咸阳东匝道",2,4315,"34.340705","108.843611",1685.06,1689.6,"34.370182","108.810505","G007061","2023-09-27",0,1,0,,"G0070610040020",9990004,740102,"G007061004000210",74,1,"机场高速",1,1,1,1,"G007061004000210010","0","270205","0",517,1,"2020-01-01",1,
"G007061004000220","咸阳东匝道-六村堡立交",2,4315,"34.370105","108.810224",1689.6,1685.06,"34.340752","108.843298","G007061","2023-09-27",0,1,0,"G0070610040020","G0070610040010",740102,9990004,"G007061004000220",74,1,"机场高速",1,1,1,1,"G007061004000220010","0","270206","0",518,2,"2020-01-01",1,
"G007061004000310","咸阳东匝道-机场西立交",2,9150,"34.370182","108.810505",1689.6,1699.03,"34.413922","108.735700","G007061","2023-09-27",0,1,0,"G0070610040020","G0070610040030",740102,9990100,"G007061004000310",74,1,"机场高速",1,1,1,1,"G007061004000310010","0","270207","0",519,1,"2020-01-01",1,
"G007061004000320","机场西立交-咸阳东匝道",2,9150,"34.414822","108.732602",1699.03,1689.6,"34.370105","108.810224","G007061","2023-09-27",0,1,0,,"G0070610040020",9990100,740102,"G007061004000320",74,1,"机场高速",1,1,1,1,"G007061004000320010","0","270208","0",520,2,"2020-01-01",1,
"G007061004000410","机场西主线-机场西立交",2,1140,"34.418743","108.736169",1700.23,1699.03,"34.414822","108.732602","G007061","2023-09-27",0,1,0,"G0070610040030",,740103,9990100,"G007061004000410",74,1,"机场高速",1,1,1,1,"G007061004000410010","0","270209","2",521,1,"2020-01-01",2,
"G007061004000420","机场西立交-机场西主线",2,1140,"34.413922","108.735700",1699.03,1700.23,"34.418743","108.736169","G007061","2023-09-27",0,1,0,,"G0070610040030",9990100,740103,"G007061004000420",74,1,"机场高速",1,1,1,1,"G007061004000420010","0","27020A","2",522,2,"2020-01-01",2,
"G007061004000510","咸阳东站-咸阳东",2,0,"34.340121","108.839496",1685.06,1689.6,"34.373904","108.803619","G007061","2023-09-27",0,1,0,,"G0070610040020",9990004,740102,"G007061004000510",74,1,"机场高速",1,1,1,1,"G007061004000510010","0",,"6",1372,1,"2020-01-01",2,
"G007061004000520","咸阳东-咸阳东站",2,0,"34.373904","108.803619",1689.6,1685.06,"34.340121","108.839496","G007061","2023-09-27",0,1,0,"G0070610040020","G0070610040010",740102,9990004,"G007061004000520",74,1,"机场高速",1,1,1,1,"G007061004000520010","0",,"6",1373,2,"2020-01-01",2,
"G007061005000510","机场西立交-马庄立交",2,6500,"34.414458","108.732682",1699.03,1703.95,"34.442289","108.672259","G007061","2027-09-27",0,1,0,"G0070610040030","G0069610010010",740103,9990713,"G007061005000510",75,1,"咸永高速",1,1,1,1,"G007061005000510010","0","27020B","0",523,1,"2020-01-01",1,
"G007061005000520","马庄立交-机场西立交",2,6500,"34.442120","108.671941",1703.95,1699.03,"34.414458","108.732682","G007061","2027-09-27",0,1,0,"G0069610010010","G0070610040030",9990713,740103,"G007061005000520",75,1,"咸永高速",1,1,1,1,"G007061005000520010","0","27020C","0",524,2,"2020-01-01",1,
"G007061005000610","马庄立交-北环线立交1",2,6580,"34.442213","108.673037",1704,1710.58,"34.458552","108.605197","G007061","2027-09-27",0,1,0,"G0069610010010","G030N610010010",9990713,9900617,"G007061005000610",75,1,"咸永高速",1,1,1,1,"G007061005000610010","0","27020D","0",525,1,"2020-01-01",1,
"G007061005000620","北环线立交1-马庄立交",2,6580,"34.458093","108.605090",1710.58,1704,"34.441953","108.673031","G007061","2027-09-27",0,1,0,"G030N610010010","G0069610010010",9900617,9990713,"G007061005000620",75,1,"咸永高速",1,1,1,1,"G007061005000620010","0","27020E","0",526,2,"2020-01-01",1,
"G007061005000710","北环线立交1-西张堡匝道",2,7785,"34.458552","108.605197",1710.58,1718.365,"34.493349","108.535157","G007061","2027-09-27",0,1,0,"G030N610010010","G0070610050010",9900617,750102,"G007061005000710",75,1,"咸永高速",1,1,1,1,"G007061005000710010","0","27020F","0",527,1,"2020-01-01",1,
"G007061005000720","西张堡匝道-北环线立交1",2,7785,"34.493095","108.534853",1718.365,1710.58,"34.458093","108.605090","G007061","2027-09-27",0,1,0,"G0070610050010","G030N610010010",750102,9900617,"G007061005000720",75,1,"咸永高速",1,1,1,1,"G007061005000720010","0","270210","0",528,2,"2020-01-01",1,
"G007061005000810","西张堡匝道-礼泉匝道",2,10065,"34.493323","108.535027",1718.365,1728.43,"34.510963","108.433464","G007061","2027-09-27",0,1,0,"G0070610050010","G0070610050020",750102,750103,"G007061005000810",75,1,"咸永高速",1,1,1,1,"G007061005000810010","0","270211","0",529,1,"2020-01-01",1,
"G007061005000820","礼泉匝道-西张堡匝道",2,10065,"34.510766","108.433254",1728.43,1718.365,"34.493099","108.534811","G007061","2027-09-27",0,1,0,"G0070610050020","G0070610050010",750103,750102,"G007061005000820",75,1,"咸永高速",1,1,1,1,"G007061005000820010","0","270212","0",530,2,"2020-01-01",1,
"G007061005000910","礼泉匝道-乾县北匝道",2,12570,"34.510963","108.433464",1728.43,1741,"34.536531","108.317873","G007061","2027-09-27",0,1,0,"G0070610050020","G0070610050030",750103,750104,"G007061005000910",75,1,"咸永高速",1,1,1,1,"G007061005000910010","0","270213","0",531,1,"2020-01-01",1,
"G007061005000920","乾县北匝道-礼泉匝道",2,12570,"34.544384","108.305425",1741,1728.43,"34.510766","108.433254","G007061","2027-09-27",0,1,0,"G0070610050030","G0070610050020",750104,750103,"G007061005000920",75,1,"咸永高速",1,1,1,1,"G007061005000920010","0","270214","0",532,2,"2020-01-01",1,
"G007061005001010","乾县北匝道-乾陵匝道",2,7440,"34.536531","108.317873",1741,1748.44,"34.589494","108.260712","G007061","2027-09-27",0,1,0,"G0070610050030","G0070610050040",750104,750105,"G007061005001010",75,1,"咸永高速",1,1,1,1,"G007061005001010010","0","270215","0",533,1,"2020-01-01",1,
"G007061005001020","乾陵匝道-乾县北匝道",2,7440,"34.589382","108.260462",1748.44,1741,"34.544384","108.305425","G007061","2027-09-27",0,1,0,"G0070610050040","G0070610050030",750105,750104,"G007061005001020",75,1,"咸永高速",1,1,1,1,"G007061005001020010","0","270216","0",534,2,"2020-01-01",1,
"G007061005001110","乾陵匝道-永寿匝道",2,13460,"34.589494","108.260712",1748.44,1761.9,"34.680646","108.170741","G007061","2027-09-27",0,1,0,"G0070610050040","G0070610060010",750105,760101,"G007061005001110",75,1,"咸永高速",1,1,1,1,"G007061005001110010","0","270217","0",535,1,"2020-01-01",1,
"G007061005001120","永寿匝道-乾陵匝道",2,13460,"34.680668","108.170454",1761.9,1748.44,"34.589382","108.260462","G007061","2027-09-27",0,1,0,"G0070610060010","G0070610050040",760101,750105,"G007061005001120",75,1,"咸永高速",1,1,1,1,"G007061005001120010","0","270218","0",536,2,"2020-01-01",1,
"G007061005001210","西张堡站-西张堡",2,0,"34.459621","108.600773",1710.59,1718.35,"34.494561","108.530222","G007061","2027-09-27",0,1,0,"G030N610010010","G0070610050010",9900617,750102,"G007061005001210",75,1,"咸永高速",1,1,1,1,"G007061005001210010","0",,"6",1374,1,"2020-01-01",2,
"G007061005001220","西张堡-西张堡站",2,0,"34.494561","108.530222",1718.35,1710.59,"34.459621","108.600773","G007061","2027-09-27",0,1,0,"G0070610050010","G030N610010010",750102,9900617,"G007061005001220",75,1,"咸永高速",1,1,1,1,"G007061005001220010","0",,"6",1375,2,"2020-01-01",2,
"G007061005001310","礼泉站-礼泉",2,0,"34.494561","108.530222",1718.35,1728.45,"34.512094","108.428145","G007061","2027-09-27",0,1,0,"G0070610050010","G0070610050020",750102,750103,"G007061005001310",75,1,"咸永高速",1,1,1,1,"G007061005001310010","0",,"6",1376,1,"2020-01-01",2,
"G007061005001320","礼泉-礼泉站",2,0,"34.512094","108.428145",1728.45,1718.35,"34.494561","108.530222","G007061","2027-09-27",0,1,0,"G0070610050020","G0070610050010",750103,750102,"G007061005001320",75,1,"咸永高速",1,1,1,1,"G007061005001320010","0",,"6",1377,2,"2020-01-01",2,
"G007061005001410","乾州站-乾州",2,0,"34.512094","108.428145",1728.45,1741,"34.545632","108.300728","G007061","2027-09-27",0,1,0,"G0070610050020","G0070610050030",750103,750104,"G007061005001410",75,1,"咸永高速",1,1,1,1,"G007061005001410010","0",,"6",1378,1,"2020-01-01",2,
"G007061005001420","乾州-乾州站",2,0,"34.545632","108.300728",1741,1728.45,"34.512094","108.428145","G007061","2027-09-27",0,1,0,"G0070610050030","G0070610050020",750104,750103,"G007061005001420",75,1,"咸永高速",1,1,1,1,"G007061005001420010","0",,"6",1379,2,"2020-01-01",2,
"G007061005001510","乾陵站-乾陵",2,0,"34.545632","108.300728",1741,1748.5,"34.591146","108.255747","G007061","2027-09-27",0,1,0,"G0070610050030","G0070610050040",750104,750105,"G007061005001510",75,1,"咸永高速",1,1,1,1,"G007061005001510010","0",,"6",1380,1,"2020-01-01",2,
"G007061005001520","乾陵-乾陵站",2,0,"34.591146","108.255747",1748.5,1741,"34.545632","108.300728","G007061","2027-09-27",0,1,0,"G0070610050040","G0070610050030",750105,750104,"G007061005001520",75,1,"咸永高速",1,1,1,1,"G007061005001520010","0",,"6",1381,2,"2020-01-01",2,
"G007061006001210","永寿匝道-渡马匝道",2,8800,"34.680735","108.170766",1761.915,1770.65,"34.754784","108.163720","G007061","2028-09-27",0,1,0,"G0070610060010","G0070610060020",760101,760102,"G007061006001210",76,1,"凤永高速",1,2,2,1,"G007061006001210010","0","270219","0",537,1,"2020-01-01",1,
"G007061006001220","渡马匝道-永寿匝道",2,8800,"34.755068","108.164157",1770.65,1761.915,"34.680722","108.168332","G007061","2028-09-27",0,1,0,"G0070610060020","G0070610060010",760102,760101,"G007061006001220",76,1,"凤永高速",1,2,2,1,"G007061006001220010","0","27021A","0",538,2,"2020-01-01",1,
"G007061006001310","渡马匝道-太峪西枢纽",2,25208,"34.755261","108.164378",1770.65,1796.53,"34.939185","108.075479","G007061","2028-09-27",0,1,0,"G0070610060020","G0070610060030",760102,760103,"G007061006001310",76,1,"凤永高速",1,2,2,1,"G007061006001310010","0","27021B","0",539,1,"2020-01-01",1,
"G007061006001320","太峪西枢纽-渡马匝道",2,25208,"34.939608","108.075492",1796.53,1770.65,"34.755068","108.164157","G007061","2028-09-27",0,1,0,"G0070610060030","G0070610060020",760103,760102,"G007061006001320",76,1,"凤永高速",1,2,2,1,"G007061006001320010","0","27021C","0",540,2,"2020-01-01",1,
"G007061006001410","下河枢纽-彬州匝道",2,5870,"34.939601","108.077268",1796.53,1808.9,"35.021113","108.125987","G007061","2028-09-27",0,1,0,"G0070610060030","G0070610060040",760103,760201,"G007061006001410",76,1,"凤永高速",1,2,2,1,"G007061006001410010","0","27021D","0",541,1,"2020-01-01",1,
"G007061006001420","彬州匝道-下河枢纽",2,5870,"35.021113","108.125987",1808.9,1796.53,"34.939608","108.075492","G007061","2028-09-27",0,1,0,"G0070610060040","G0070610060030",760201,760103,"G007061006001420",76,1,"凤永高速",1,2,2,1,"G007061006001420010","0","27021E","0",542,2,"2020-01-01",1,
"G007061006001510","彬州匝道-亭口匝道",2,20950,"35.021433","108.125877",1808.9,1831.1,"35.106429","107.953961","G007061","2028-09-27",2,1,0,"G0070610060040","G0070610060050",760201,760202,"G007061006001510",76,1,"凤永高速",1,2,2,1,"G007061006001510010","0","27021F","0",543,1,"2008-09-28",1,
"G007061006001520","亭口匝道-彬州匝道",2,20950,"35.106398","107.954019",1831.1,1808.9,"35.021433","108.125877","G007061","2028-09-27",2,1,0,"G0070610060050","G0070610060040",760202,760201,"G007061006001520",76,1,"凤永高速",1,2,2,1,"G007061006001520010","0","270220","0",544,2,"2008-09-28",1,
"G007061006001610","亭口匝道-长武匝道",2,25170,"35.106429","107.953961",1831.1,1856.213,"35.226556","107.774632","G007061","2028-09-27",2,1,0,"G0070610060050","G0070610060060",760202,760203,"G007061006001610",76,1,"凤永高速",1,2,2,1,"G007061006001610010","0","270221","0",545,1,"2008-09-28",1,
"G007061006001620","长武匝道-亭口匝道",2,25170,"35.226546","107.774889",1856.213,1831.1,"35.106398","107.954019","G007061","2028-09-27",2,1,0,"G0070610060060","G0070610060050",760203,760202,"G007061006001620",76,1,"凤永高速",1,2,2,1,"G007061006001620010","0","270222","0",546,2,"2008-09-28",1,
"G007061006001710","长武匝道-陕西长武省界",2,6565,"35.226468","107.774493",1856.213,1859.147,"35.237527","107.737724","G007061","2028-09-27",1,1,0,"G0070610060060","G0070610060070",760203,760204,"G007061006001710",76,1,"凤永高速",1,2,2,1,"G007061006001710010","1","270223","11",547,1,"2008-09-28",1,"G0070610060070"
"G007061006001720","陕西长武省界-长武匝道",2,6565,"35.237527","107.737724",1859.147,1856.213,"35.226546","107.774889","G007061","2028-09-27",1,1,0,"G0070610060070","G0070610060060",760204,760203,"G007061006001720",76,1,"凤永高速",1,2,2,1,"G007061006001720010","2","270224","12",548,2,"2008-09-28",1,"G0070610060070"
"G007061006001810","永寿站-永寿",2,0,"34.591146","108.255747",1748.5,1762.91,"34.681784","108.165612","G007061","2027-09-27",0,1,0,"G0070610050040","G0070610060010",750105,760101,"G007061006001810",75,1,"咸永高速",1,1,1,1,"G007061006001810010","0",,"6",1382,1,"2008-09-28",2,
"G007061006001820","永寿-永寿站",2,0,"34.681784","108.165612",1762.91,1748.5,"34.591146","108.255747","G007061","2027-09-27",0,1,0,"G0070610060010","G0070610050040",760101,750105,"G007061006001820",75,1,"咸永高速",1,1,1,1,"G007061006001820010","0",,"6",1383,2,"2008-09-28",2,
"G007061006001910","渡马站-渡马",2,0,"34.681784","108.165612",1761.915,1770.65,"34.756056","108.159345","G007061","2028-09-27",0,1,0,"G0070610060010","G0070610060020",760101,760102,"G007061006001910",76,1,"凤永高速",1,2,2,1,"G007061006001910010","0",,"6",1384,1,"2008-09-28",2,
"G007061006001920","渡马-渡马站",2,0,"34.756056","108.159345",1770.65,1761.915,"34.681784","108.165612","G007061","2028-09-27",0,1,0,"G0070610060020","G0070610060010",760102,760101,"G007061006001920",76,1,"凤永高速",1,2,2,1,"G007061006001920010","0",,"6",1385,2,"2008-09-28",2,
"G007061006002010","太峪站-太峪",2,0,"34.756056","108.159345",1770.65,1796.53,"34.940226","108.069289","G007061","2028-09-27",0,1,0,"G0070610060020","G0070610060030",760102,760103,"G007061006002010",76,1,"凤永高速",1,2,2,1,"G007061006002010010","0",,"6",1386,1,"2008-09-28",2,
"G007061006002020","太峪-太峪站",2,0,"34.940226","108.069289",1796.53,1770.65,"34.756056","108.159345","G007061","2028-09-27",0,1,0,"G0070610060030","G0070610060020",760103,760102,"G007061006002020",76,1,"凤永高速",1,2,2,1,"G007061006002020010","0",,"6",1387,2,"2008-09-28",2,
"G007061006002110","彬州站-彬州",2,0,"34.940226","108.069289",1796.53,1808.9,"35.021187","108.124626","G007061","2028-09-27",0,1,0,"G0070610060030","G0070610060040",760103,760201,"G007061006002110",76,1,"凤永高速",1,2,2,1,"G007061006002110010","0",,"6",1388,1,"2008-09-28",2,
"G007061006002120","彬州-彬州站",2,0,"35.021187","108.124626",1808.9,1796.53,"34.940226","108.069289","G007061","2028-09-27",0,1,0,"G0070610060040","G0070610060030",760201,760103,"G007061006002120",76,1,"凤永高速",1,2,2,1,"G007061006002120010","0",,"6",1389,2,"2008-09-28",2,
"G007061006002210","亭口站-亭口",2,0,"35.021187","108.124626",1808.9,1831.1,"35.107439","107.946229","G007061","2028-09-27",0,1,0,"G0070610060040","G0070610060050",760201,760202,"G007061006002210",76,1,"凤永高速",1,2,2,1,"G007061006002210010","0",,"6",1390,1,"2008-09-28",2,
"G007061006002220","亭口-亭口站",2,0,"35.107439","107.946229",1831.1,1808.9,"34.415889","108.728091","G007061","2028-09-27",0,1,0,"G0070610060050","G0070610060040",760202,760201,"G007061006002220",76,1,"凤永高速",1,2,2,1,"G007061006002220010","0",,"6",1391,2,"2008-09-28",2,
"G007061006002310","长武站-长武",2,0,"35.107439","107.946229",1831.1,1856.213,"35.229490","107.773012","G007061","2028-09-27",0,1,0,"G0070610060050","G0070610060060",760202,760203,"G007061006002310",76,1,"凤永高速",1,2,2,1,"G007061006002310010","0",,"6",1392,1,"2008-09-28",2,
"G007061006002320","长武-长武站",2,0,"35.229490","107.773012",1856.213,1831.1,"35.107439","107.946229","G007061","2028-09-27",0,1,0,"G0070610060060","G0070610060050",760203,760202,"G007061006002320",76,1,"凤永高速",1,2,2,1,"G007061006002320010","0",,"6",1393,2,"2008-09-28",2,
"G007061007000110","太峪西枢纽-太峪匝道",2,672,"34.931155","108.055083",247.582,246.7,"34.940867","108.068713","G007061","2028-09-27",0,1,0,,,0,0,,76,1,"凤永高速",1,2,2,1,,,,"0",,1,"2020-01-01",1,
"G007061007000120","太峪匝道-太峪西枢纽",2,672,"34.940867","108.068713",246.7,247.582,"34.931155","108.055083","G007061","2028-09-27",0,1,0,,,0,0,,76,1,"凤永高速",1,2,2,1,,,,"0",,2,"2020-01-01",1,
"G007061007000210","太峪匝道-下河枢纽",2,6500,"34.940867","108.068713",246.7,240.192,"34.975310","108.126967","G007061","2048-12-24",0,1,0,,,0,0,"G007061007000210",76,1,"凤永高速",1,2,2,1,"G007061007000210010",,,"0",,1,"2020-12-25",1,
"G007061007000220","下河枢纽-太峪匝道",2,6500,"34.975310","108.126967",246.7,240.192,"34.940866","108.068712","G007061","2048-12-24",0,1,0,,,0,0,"G007061007000220",76,1,"凤永高速",1,2,2,1,"G007061007000220010",,,"0",,2,"2020-12-25",1,
"G008561001000110","陕西陇关省界-火烧寨",2,7475,"35.078317","106.760983",470,477.88,"35.015115","106.787048","G008561","2030-10-25",1,1,0,"G0085610010010","G0085610010020",60101,60102,"G008561001000110",6,1,"宝汉高速",1,3,3,1,"G008561001000110010","2","270225","12",549,1,"2010-10-26",1,
"G008561001000120","火烧寨-陕西陇关省界",2,7475,"35.014972","106.787018",477.874,470,"35.078317","106.760983","G008561","2030-10-25",1,1,0,"G0085610010020","G0085610010010",60102,60101,"G008561001000120",6,1,"宝汉高速",1,3,3,1,"G008561001000120010","1","270226","11",550,2,"2010-10-26",1,
"G008561001000210","火烧寨-陇县",2,23714,"35.015079","106.787065",477.475,501.189,"34.870291","106.904585","G008561","2030-10-25",2,1,0,"G0085610010020","G0085610010030",60102,60103,"G008561001000210",6,1,"宝汉高速",1,3,3,1,"G008561001000210010","0","270227","0",551,1,"2010-10-26",1,
"G008561001000220","陇县-火烧寨",2,23714,"34.870359","106.904873",501.189,477.475,"35.015079","106.787065","G008561","2030-10-25",2,1,0,"G0085610010030","G0085610010020",60103,60102,"G008561001000220",6,1,"宝汉高速",1,3,3,1,"G008561001000220010","0","270228","0",552,2,"2010-10-26",1,
"G008561001000310","陇县-水沟",2,18419,"34.870303","106.904547",501.189,519.608,"34.755951","107.021896","G008561","2030-10-25",2,1,0,"G0085610010030","G0085610010040",60103,60201,"G008561001000310",6,1,"宝汉高速",1,3,3,1,"G008561001000310010","0","270229","0",553,1,"2010-10-26",1,
"G008561001000320","水沟-陇县",2,18419,"34.756072","107.021838",519.608,501.189,"34.870359","106.904873","G008561","2030-10-25",2,1,0,"G0085610010040","G0085610010030",60201,60103,"G008561001000320",6,1,"宝汉高速",1,3,3,1,"G008561001000320010","0","27022A","0",554,2,"2010-10-26",1,
"G008561001000410","水沟-千阳",2,14427,"34.755951","107.021896",519.464,532.92,"34.657107","107.095460","G008561","2030-10-25",0,1,0,"G0085610010040","G0085610010050",60201,60202,"G008561001000410",6,1,"宝汉高速",1,3,3,1,"G008561001000410010","0","27022B","0",555,1,"2010-10-26",1,
"G008561001000420","千阳-水沟",2,14427,"34.657222","107.095593",532.92,519.464,"34.756072","107.021838","G008561","2030-10-25",0,1,0,"G0085610010050","G0085610010040",60202,60201,"G008561001000420",6,1,"宝汉高速",1,3,3,1,"G008561001000420010","0","27022C","0",556,2,"2010-10-26",1,
"G008561001000510","千阳-南寨",2,6071,"34.657107","107.095460",532.92,540.172,"34.645401","107.172056","G008561","2030-10-25",0,1,0,"G0085610010050","G0085610010060",60202,60203,"G008561001000510",6,1,"宝汉高速",1,3,3,1,"G008561001000510010","0","27022D","0",557,1,"2010-10-26",1,
"G008561001000520","南寨-千阳",2,6071,"34.645396","107.172087",540.172,532.92,"34.657222","107.095593","G008561","2030-10-25",0,1,0,"G0085610010060","G0085610010050",60203,60202,"G008561001000520",6,1,"宝汉高速",1,3,3,1,"G008561001000520010","0","27022E","0",558,2,"2010-10-26",1,
"G008561001000610","南寨-柳林枢纽",2,20874,"34.645401","107.172056",540.172,563.68,"34.537726","107.324406","G008561","2030-10-25",0,1,0,"G0085610010060","G0085610010070",60203,60204,"G008561001000610",6,1,"宝汉高速",1,3,3,1,"G008561001000610010","0","27022F","0",559,1,"2010-10-26",1,
"G008561001000620","柳林枢纽-南寨",2,20874,"34.537726","107.324406",563.726,540.172,"34.645396","107.172087","G008561","2030-10-25",0,1,0,"G0085610010070","G0085610010060",60204,60203,"G008561001000620",6,1,"宝汉高速",1,3,3,1,"G008561001000620010","0","270230","0",560,2,"2010-10-26",1,
"G008561001000710","凤翔-千河立交",2,13663,"34.481723","107.307619",563.68,578.424,"34.358404","107.302262","G008561","2030-10-25",0,1,0,"G0085610010070",,60204,9990216,"G008561001000710",6,1,"宝汉高速",1,3,3,1,"G008561001000710010","0","270231","0",561,1,"2010-10-26",1,
"G008561001000720","千河立交-凤翔",2,13663,"34.358327","107.302445",577.343,563.68,"34.481637","107.307605","G008561","2030-10-25",0,1,0,,"G0085610010070",9990216,60204,"G008561001000720",6,1,"宝汉高速",1,3,3,1,"G008561001000720010","0","270232","0",562,2,"2010-10-26",1,
"G008561001000810","火烧寨站-火烧寨",2,0,"35.065973","106.743164",475.93,477.874,"35.015839","106.782738","G008561","2030-10-25",0,1,0,"G0085610010010","G0085610010020",60101,60102,"G008561001000810",6,1,"宝汉高速",1,3,3,1,"G008561001000810010","0",,"6",1394,1,"2010-10-26",2,
"G008561001000820","火烧寨-火烧寨站",2,0,"35.015839","106.782738",477.874,475.93,"35.065973","106.743164","G008561","2030-10-25",0,1,0,"G0085610010020","G0085610010010",60102,60101,"G008561001000820",6,1,"宝汉高速",1,3,3,1,"G008561001000820010","0",,"6",1395,2,"2010-10-26",2,
"G008561001000910","陇县站-陇县",2,0,"35.015839","106.782738",477.874,501.63,"34.871503","106.900375","G008561","2030-10-25",0,1,0,"G0085610010020","G0085610010030",60102,60103,"G008561001000910",6,1,"宝汉高速",1,3,3,1,"G008561001000910010","0",,"6",1396,1,"2010-10-26",2,
"G008561001000920","陇县-陇县站",2,0,"34.871503","106.900375",501.63,477.874,"35.015839","106.782738","G008561","2030-10-25",0,1,0,"G0085610010030","G0085610010020",60103,60102,"G008561001000920",6,1,"宝汉高速",1,3,3,1,"G008561001000920010","0",,"6",1397,2,"2010-10-26",2,
"G008561001001010","水沟站-水沟",2,0,"34.871503","106.900375",501.63,519.464,"34.756960","107.017363","G008561","2030-10-25",0,1,0,"G0085610010030","G0085610010040",60103,60201,"G008561001001010",6,1,"宝汉高速",1,3,3,1,"G008561001001010010","0",,"6",1398,1,"2010-10-26",2,
"G008561001001020","水沟-水沟站",2,0,"34.756960","107.017363",519.464,501.63,"34.871503","106.900375","G008561","2030-10-25",0,1,0,"G0085610010040","G0085610010030",60201,60103,"G008561001001020",6,1,"宝汉高速",1,3,3,1,"G008561001001020010","0",,"6",1399,2,"2010-10-26",2,
"G008561001001110","千阳站-千阳",2,0,"34.756960","107.017363",519.464,532.92,"34.658220","107.090796","G008561","2030-10-25",0,1,0,"G0085610010040","G0085610010050",60201,60202,"G008561001001110",6,1,"宝汉高速",1,3,3,1,"G008561001001110010","0",,"6",1400,1,"2010-10-26",2,
"G008561001001120","千阳-千阳站",2,0,"34.658220","107.090796",532.92,519.464,"34.756960","107.017363","G008561","2030-10-25",0,1,0,"G0085610010050","G0085610010040",60202,60201,"G008561001001120",6,1,"宝汉高速",1,3,3,1,"G008561001001120010","0",,"6",1401,2,"2010-10-26",2,
"G008561001001210","南寨站-南寨",2,0,"34.658220","107.090796",532.92,540.172,"34.646613","107.167521","G008561","2030-10-25",0,1,0,"G0085610010050","G0085610010060",60202,60203,"G008561001001210",6,1,"宝汉高速",1,3,3,1,"G008561001001210010","0",,"6",1402,1,"2010-10-26",2,
"G008561001001220","南寨-南寨站",2,0,"34.646613","107.167521",540.172,532.92,"34.658220","107.090796","G008561","2030-10-25",0,1,0,"G0085610010060","G0085610010050",60203,60202,"G008561001001220",6,1,"宝汉高速",1,3,3,1,"G008561001001220010","0",,"6",1403,2,"2010-10-26",2,
"G008561001001310","凤翔站-凤翔",2,0,"34.646613","107.167521",540.172,563.68,"34.482976","107.302796","G008561","2030-10-25",0,1,0,"G0085610010060","G0085610010070",60203,60204,"G008561001001310",6,1,"宝汉高速",1,3,3,1,"G008561001001310010","0",,"6",1404,1,"2010-10-26",2,
"G008561001001320","凤翔-凤翔站",2,0,"34.482976","107.302796",563.68,540.172,"34.646613","107.167521","G008561","2030-10-25",0,1,0,"G0085610010070","G0085610010060",60204,60203,"G008561001001320",6,1,"宝汉高速",1,3,3,1,"G008561001001320010","0",,"6",1405,2,"2010-10-26",2,
"G008561001001410","柳林枢纽-凤翔",2,2556,"34.537726","107.324406",12.05,12.05,"38.788470","109.788470","G008561","2030-10-25",0,1,0,,,0,0,"G008561001001410",6,1,"宝汉高速",1,3,3,1,"G008561001001410010",,,"0",,1,"2021-09-30",1,
"G008561001001420","凤翔-柳林枢纽",2,2556,"38.788470","109.788470",12.05,12.05,"34.537726","107.324406","G008561","2021-08-31",0,1,0,,,0,0,"G008561001001420",6,1,"宝汉高速",1,3,3,1,"G008561001001420010",,,"0",,2,"2021-08-10",1,
"G008561002000110","石门立交-汉中西匝道",2,4457,"33.180454","106.929117",743.616,748.73,"33.140558","106.927151","G008561","2035-08-30",0,1,0,,"G0085610020010",9900015,240101,"G008561002000110",24,2,"汉川汉中西段",1,3,3,1,"G008561002000110010","0","270233","0",563,1,"2015-09-02",1,
"G008561002000120","汉中西匝道-石门立交",2,4457,"33.155323","106.889838",748.73,743.616,"33.194968","106.888130","G008561","2035-08-30",0,1,0,"G0085610020010",,240101,9900015,"G008561002000120",24,2,"汉川汉中西段",1,3,3,1,"G008561002000120010","0","270234","0",564,2,"2015-09-02",1,
